Date,PX_LAST,PX_VOLUME
3/10/2016,140.19,4020554
3/11/2016,142.36,4421948
3/14/2016,142.78,4048842
3/15/2016,142.96,3707538
3/16/2016,144.79,4221939
3/17/2016,147.04,5821643
3/18/2016,147.09,12089716
3/21/2016,148.63,3721648
3/22/2016,148.1,4081925
3/23/2016,145.4,4764221
3/24/2016,147.95,5044535
3/28/2016,148.4,3265084
3/29/2016,149.33,3138545
3/30/2016,148.41,3331216
3/31/2016,151.45,6780567
4/1/2016,152.52,3925531
4/4/2016,152.07,3931222
4/5/2016,150,3337012
4/6/2016,150.02,4194606
4/7/2016,148.25,3662968
4/8/2016,149.35,3293822
4/11/2016,149.25,3846128
4/12/2016,149.63,3595750
4/13/2016,151.23,3168392
4/14/2016,151.16,3176500
4/15/2016,151.72,3657576
4/18/2016,152.53,6581705
4/19/2016,144,13190162
4/20/2016,146.11,6754264
4/21/2016,149.3,6017675
4/22/2016,148.5,5191902
4/25/2016,148.81,2848935
4/26/2016,149.08,2979800
4/27/2016,150.47,3111190
4/28/2016,147.07,3791509
4/29/2016,145.94,4225790
5/2/2016,145.27,3502443
5/3/2016,144.13,3584261
5/4/2016,144.25,2577086
5/5/2016,146.47,6501228
5/6/2016,147.29,4895811
5/9/2016,147.34,4302433
5/10/2016,149.97,3992651
5/11/2016,148.95,3093008
5/12/2016,148.84,3249232
5/13/2016,147.72,2398002
5/16/2016,149.46,3069126
5/17/2016,148,3490574
5/18/2016,147.34,2491086
5/19/2016,144.93,3685595
5/20/2016,147.25,3671462
5/23/2016,146.77,2103786
5/24/2016,148.31,2929257
5/25/2016,151.69,4358039
5/26/2016,152.44,3062943
5/27/2016,152.84,2457112
5/31/2016,153.74,5836645
6/1/2016,152.51,2663419
6/2/2016,153.5,2642601
6/3/2016,152.89,2328256
6/6/2016,152.73,2378662
6/7/2016,153.33,4464985
6/8/2016,154,2935036
6/9/2016,153.42,2021796
6/10/2016,152.37,3120563
6/13/2016,151.28,3610407
6/14/2016,151.06,2865833
6/15/2016,150.68,2260406
6/16/2016,151.06,2449064
6/17/2016,151.99,4663870
6/20/2016,153.61,3572102
6/21/2016,154.05,2760344
6/22/2016,152.92,2833664
6/23/2016,155.35,3969369
6/24/2016,146.59,9082793
6/27/2016,143.5,5166665
6/28/2016,145.7,3997694
6/29/2016,148.46,3367736
6/30/2016,151.78,3967126
7/1/2016,152.35,2658280
7/5/2016,151.68,2465240
7/6/2016,152.37,2569393
7/7/2016,152.6,2138421
7/8/2016,154.46,3040593
7/11/2016,155.33,2833712
7/12/2016,157.04,3843793
7/13/2016,158.02,2746439
7/14/2016,160.28,4637644
7/15/2016,159.78,4476810
7/18/2016,159.86,6729685
7/19/2016,159.58,7120017
7/20/2016,161.36,4376286
7/21/2016,160.45,4048975
7/22/2016,162.07,2520077
7/25/2016,162.65,2804578
7/26/2016,162.12,2894559
7/27/2016,161.83,2162680
7/28/2016,161.37,2340369
7/29/2016,160.62,3547546
8/1/2016,161.45,2823588
8/2/2016,160.58,3080899
8/3/2016,160.67,2861659
8/4/2016,161.55,2489068
8/5/2016,163.5,3812370
8/8/2016,162.04,3039306
8/9/2016,161.77,2737530
8/10/2016,162.08,2466675
8/11/2016,163.53,8768585
8/12/2016,161.95,2543079
8/15/2016,161.88,2970415
8/16/2016,160.7,2210229
8/17/2016,160.44,3225919
8/18/2016,161.36,3652013
8/19/2016,160.04,2815184
8/22/2016,160,2039331
8/23/2016,160.26,2838137
8/24/2016,159.05,3645837
8/25/2016,158.63,2575023
8/26/2016,158.32,2498909
8/29/2016,159.72,2475879
8/30/2016,159.4,1813343
8/31/2016,158.88,2323649
9/1/2016,159.54,2358385
9/2/2016,159.55,2315366
9/6/2016,160.35,2994056
9/7/2016,161.64,2867257
9/8/2016,159,3963164
9/9/2016,155.69,5185972
9/12/2016,158.29,4367529
9/13/2016,155.81,3636719
9/14/2016,154.05,3860553
9/15/2016,155.66,3662573
9/16/2016,153.84,6463644
9/19/2016,154.87,2450117
9/20/2016,154.45,2159092
9/21/2016,155.53,2473895
9/22/2016,156.11,2691115
9/23/2016,154.98,2702153
9/26/2016,153.98,2533325
9/27/2016,156.77,2987195
9/28/2016,158.29,3310008
9/29/2016,158.11,3374838
9/30/2016,158.85,3596878
10/3/2016,157.61,2227800
10/4/2016,156.46,2884146
10/5/2016,157.08,1684458
10/6/2016,156.88,1950106
10/7/2016,155.67,2671852
10/10/2016,157.02,2481288
10/11/2016,154.79,2901326
10/12/2016,154.29,2963968
10/13/2016,153.72,2909948
10/14/2016,154.45,4358197
10/17/2016,154.77,5890421
10/18/2016,150.72,12770570
10/19/2016,151.26,4632854
10/20/2016,151.52,4023103
10/21/2016,149.63,4414206
10/24/2016,150.57,2666740
10/25/2016,150.88,2647487
10/26/2016,151.81,2811728
10/27/2016,153.35,4229336
10/28/2016,152.61,3654496
10/31/2016,153.69,3553172
11/1/2016,152.79,3191924
11/2/2016,151.95,3074438
11/3/2016,152.37,2878803
11/4/2016,152.43,2470368
11/7/2016,155.72,3804943
11/8/2016,155.17,3921944
11/9/2016,154.81,5403688
11/10/2016,160.22,7715807
11/11/2016,161.27,4446630
11/14/2016,158.21,5196498
11/15/2016,158.67,3476996
11/16/2016,159.29,2252806
11/17/2016,159.8,2261195
11/18/2016,160.39,2981633
11/21/2016,162.77,4637097
